ID	Entry_ID	Segments	Meaning	reconstructed
903	9008-taltos	t aː l.t o ʃ	Schamane, Zauberer, Zauber-, Roß, fahrender, Student, Unwetter, hervorrufen	^(t)(a|aː|a.ɣ.a|a.ɣ.i)(l.t)(u|o|a|ɒ|o.ɣ.o|ɯ|i)?(t͡ʃ|ɣ|ʃ|l.t͡ʃ)$
904	9017-tanacs	t ɒ n aː t͡ʃ	Ratschlag, Mahnung, Entschluß, Beratung, Rat, Senat, Mitglied, Rats, Kenntnis, Weisheit, Rede, Dorf-, Stadtrat, Sowjet, Mitglied, Rats, ratsam, Ratschlag, geben, mahnen, unterrichten, beraten	^(t)(a|ɒ|o|a.ɣ)?(n)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(t͡ʃ|l.t͡ʃ)(i)?$
905	9030-tanya	t ɒ ɲ ɒ	Fischfang, Ort, Fischen, tiefe, Stelle, Wasser, Wirbel, Stätte, etw, Aufenthalt, Teich, Pfütze, Gehöft, Gesellschaft, Behausung, Fischerhütte, Kelterhaus	^(t)(a|ɒ|o|a.ɣ)?(n|m)(a|a.ɣ|a.w|ɒ)?(i)?$
906	9032-tapasz	t ɒ p ɒ s	Lehm, klebriger, Stoff, Klebstoff, Pflaster, Heilmittel	^(t)(a|ɒ|o|a.ɣ)?(p)(a|ɒ|o|a.ɣ)?(s|ʃ|z)(i)?$
907	9040-taplo	t ɒ p.l oː	Schwamm	^(t)(a|ɒ|o|a.ɣ)?(p.l)(a.ɣ|u.ɣ|a.ɣ.u|i.ɣ|o.ɣ|uɣ|ɯ.ɣ|u.j|a.w|a|u)(i)?$
908	9045-tar	t ɒ r	kahl, verstümmelt	^(t)(a|ɒ|o|a.ɣ)?(r)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
909	9064-tarka	t ɒ r.k ɒ	bunt, scheckig, mannigfaltig, Zisterzienser, heuchlerisch, doppelzüngig	^(t)(a|ɒ|o|a.ɣ)?(r.k)(a|a.ɣ|a.w|ɒ)?(i|y|ɛ)?$
910	9068-tarlo	t ɒ r.l oː	Stoppel, Stoppelfeld, Ähre, Saat, Getreidefeld, Strohhalm, Stroh, Borste, auslesen	^(t)(a|ɒ|o|a.ɣ)?(r.l|r.o)(a.ɣ|u.ɣ|a.ɣ.u|i.ɣ|o.ɣ|uɣ|ɯ.ɣ|u.j|a.w|a|u)$
912	9074-tars	t aː r.ʃ	Gefährte, Genosse, Kamerad, Ehemann, Ehefrau, Ebenbild, Gegenstück, assoziieren, Gespräch, führen, Gruppe, Gesellschaft, soziologisch	^(t)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(r.t͡ʃ)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
913	9076-tart	t ɒ r.t	verrichten, fassen, halten, stützen, befestigen, behalten, aufbewahren, Erinnerung, behalten, usw, anhalten, hindern, etw, halten, od, etw, richten, jmdm, Zustand, sichern, etw, irgendwo, lagern, aufbewahren, Lagerung, dienen, etw, halten, einschätzen, behaupten, vollführen, veranstalten, hin-, her-, vorhalten, wenden, zeigen, usw, unterhalten, versorgen, jmdm, halten, etw, gehören, widersetzen, od, Richtung, etw, gehen, fahren, usw, od, etw, gelangt, Dienst, halten, benützen, halten, züchten, enthalten, Sache, enthalten, etw, erstrecken, etw, dauern, dauern, fürchten, Ehren, halten, bleiben, anhalten, bewirten, beanspruchen, verbinden, verpflichten, Schwur, Wette, Auge, behalten, aushalten, erleiden, Träger, Halterung, Beobachtung, Pflicht, Behinderung, Ersatz, Reserve	^(t)(a|ɒ|o|a.ɣ)?(r.t|r.a.t)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a)?$
914	9084-taska	t aː ʃ.k ɒ	Ranzen, Tasche, oft, Beutel, Art, gefüllte, Mehlspeise, Schote, Hülse, Anschwellung, Haut, flache, Vorwölbung, Wandputz	^(t)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(t͡ʃ.k)(a|a.ɣ|a.w|ɒ)?(i|y)?$
915	9089-tata	t ɒ t ɒ	Taufpate, Vater, Großvater, Mentor, alter, Mann	^(t)(a|ɒ|o|a.ɣ)?(t|l.t)(a|a.ɣ|a.w|ɒ)?(i)?$
916	9090-tatar	t ɒ t aː r	Tatar, gottlos	^(t)(a|ɒ|o|a.ɣ)?(t|l.t)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(r)(i)?$
917	9125-teker	t ɛ k ɛ r	winden, wickeln, drehen, rollen, reizen, Winde, Spill, krumm, Krümmung, krumm	^(t)(ɛ|i|y|ø|a)(k)(ɛ|i|y|ø|a)(r)(i|y|ɛ)?$
918	9135-telek	t ɛ l ɛ k	Grund, Boden, Gelände, Dorfes, Grundbesitz, Baugrund, bebauter, Boden, Weide, Boden, unbebauter, Boden, Gesträuch, Dünger, Mist	^(t)(ɛ|i|y|ø|a)(l|r.l|l.k)(ɛ|i|y|ø|a)(k|ɡ)$
919	9157-tenger	t ɛ n.ɡ ɛ r	Meer, See, ungeheuer, unzählig, Unmenge, Meer-	^(t)(ɛ|i|y|ø|a)(n.ɡ|n.k|ŋ)(ɛ|i|y|ø|a)(r)(i)?$
920	9203-tertetik	t eː r.t ɛ t i k	hervorbrechen, od, außerhalb, etw, befinden	^(t)(ɛ|i|eː|ø|y|a|e|ɛ.j|ɛ.w.ɛ|i.u|ɛ.v.i|iː)(r.t|r.i.t)(ɛ)(t|l.t)(i|a|y)(k)$
921	9212-tesz	t ɛ s	handeln, durchführen, legen, irgendeine, Lage, versetzen, bewirken, verursachen, schaffen, verzichten, aufgeben, hinzufügen, etw, halten, voraussetzen, betragen, ausmachen, bedeuten, symbolisieren, verstellen, beschließen, bestimmen, Aufgabe, Ziel, usw, gute, Leistung, erzielen, deutlich, Tat, <in, attr, Funktion, Einsatz, Fähigkeit, Vermögen, Tun, Handlung, satz, Handlung, Ausführung, Schöpfer, Ofentür, Tat, Ausführung, wirksam, kräftig, wohlhabend, etw, ausführend, Adv, untätig, Adv, untätig, stark, mächtig, begabt, etw, tun, könnend, tätig, her, legen, Täter	^(t)(ɛ|i|y|ø|a)(s|ʃ|z)(i|y|ɛ|u|i.ɣ|a.t)?$
922	9216-tetem	t ɛ t ɛ m	Knochen, Lebewesens, Gebeine, Leiche, Knochen, Material, Glied, Körperteil, Körper	^(t)(ɛ|i|y|ø|a)(t|l.t)(ɛ|i|y|ø|a)(m)(i)?$
923	9222-teto	t ɛ t øː	oberer, Teil, etw, Gipfel, Wipfel, Dach, usw, Kopf, Scheitel, Gipfelpunkt, Oberfläche, irgendeiner, Flüssigkeit, Ende, Zipfel, Deckel, gehäuft, häufen, Höhepunkt, erreichen	^(t)(ɛ|i|y|ø|a)(t|l.t)(ɛ.ɣ|i.ɣ|yː)(i|y|ɛ)?$
924	9242-timar	t iː m aː r	Handwerker, Lederwaren, Schuster, Riemer, usw, Gerber	^(t)(i|iː)(m)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(r)(i|y|ɛ|u|i.ɣ|a.t|ɛk)?$
925	9247-tino	t i n oː	Kalbe	^(t)(i|a|y|ɛ|ɯ)(n)(a.ɣ|u.ɣ|a.ɣ.u|i.ɣ|o.ɣ|uɣ|ɯ.ɣ|u.j|a.w|a|u)(i)?$
926	9249-tinta	t i n.t ɒ	Tinte, Ausscheidung, Kopffüßer, Farbstoff	^(t)(i|a|y|ɛ|ɯ)(n.t)(a|a.ɣ|a.w|ɒ)?(i|y|ɛ)?$
927	9271-tiz	t iː z	zehn, milit, Einheit, zehn, Mann, zehn, Einheiten, bestehend, Zehner, Geld, zehnte, Zehent, Abgabe, Zehntel, milit, Einheit, zehn, Mann, Stadtteil, Korporal, Zehntel, bestehend, Zehnerpotenzen, teilbar	^(t)(i|iː)(z)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
928	9272-to	t oː	See, Teich, Teich	^(t)(a.ɣ|u.ɣ|a.ɣ.u|i.ɣ|o.ɣ|uɣ|ɯ.ɣ|u.j|a.w|a|u)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a)?$
929	9284-tok	t o k	Stör	^(t)(u|o|a|ɒ|o.ɣ.o|ɯ|i)?(k|ɡ)(i|y|ɛ|u|i.ɣ|a.t)?$
930	9285-tok	t o k	Futteral, Kapsel, Pferdegeschirr, Fenster-, Türstock, Pferd, deutscher, Soldat, Futteral, Haarknoten, Behälter, Wetzstein, Spannfutter, Maschinen	^(t)(u|o|a|ɒ|o.ɣ.o|ɯ|i)?(k|ɡ)(i|y|ɛ|u|i.ɣ|a.t)?$
931	9286-toka	t o k ɒ	Doppelkinn, nackter, Hautlappen, Schnabel	^(t)(u|o|a|ɒ|o.ɣ.o|ɯ|i)?(k)(a|a.ɣ|a.w|ɒ)?(i|y)?$
932	9296-tolmacs	t o l.m aː t͡ʃ	Dolmetscher, Verkündiger, Vermittler, Nachricht, Bitte, usw, dolmetschen	^(t)(u|o|a|ɒ|o.ɣ.o|ɯ|i)?(l.m)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(t͡ʃ|l.t͡ʃ)$
933	9297-tolvaj	t o l.v ɒ j	Dieb, diebisch, schädlich	^(t)(u|o|a|ɒ|o.ɣ.o|ɯ|i)?(l.v)(a|ɒ|o|a.ɣ)?(l|j|ɣ.y.l)$
936	9314-top	t o p	Keule, Tieres, Tritt, Fußstapfen, Fuß, untere, Teil, Fußes	^(t)(u|o|a|ɒ|o.ɣ.o|ɯ|i)?(p)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk)?$
937	9316-topaz	t o p aː z	Topas	^(t)(u|o|a|ɒ|o.ɣ.o|ɯ|i)?(p)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(z)(i)?$
938	9318-topolya	t o p o j ɒ	Art, Pappel, haupts	^(t)(u|o|a)(p)(u|o)(l|j|j.a|ɣ)(a|a.ɣ|a.w|ɒ)?$
939	9323-tor	t o r	Mahl, Leichenschmaus, Schlachtfest	^(t)(u|o|a|ɒ|o.ɣ.o|ɯ|i)?(r)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk)?$
941	9334-torok	t o r o k	Mündung, Kehle, etw, Kehle, Hals, Fell, Halse, jmdn, schweigen, heißen, steckenbleiben, münden	^(t)(u|o|a|ɒ|o.ɣ.o|ɯ|i)?(r)(u|o|a|ɒ|o.ɣ.o|ɯ|i)?(k|ɡ)$
943	9352-tot	t oː t	Slowake, slawisch, slowakisch	^(t)(a|u|uː|a.u|i|a.w|i.ɣ|a.w.u|aː)(t)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ)?$
944	9361-to	t øː	Einfluß, nächste, Umgebung, Ortes, Wurzel, Stamm, Stock, Weinstock, Ansatz, Wurzel, Haarwurzel, Bestandteil, Wortstamm, Haus	^(t)(ɛ.ɣ|i.ɣ|yː)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
945	9364-tok	t ø k	Kürbis, Hodensack, Hoden, Blase, Lederbeutel, Dummkopf, Schellen, Farbe, ungarischen, deutschen, Kartenspiel, Kürbis, betreffend, od, Hodensack, betreffend, haupts, habend, Kürbis, betreffend, Hodensack, betreffend, haupts, habend	^(t)(ɛ|y|ø|i|y.ɣ.y|ɛ.ɣ)?(k|ɡ)(i|y|ɛ|u|i.ɣ|a.t|ɛk)?$
947	9374-tom	t ø m	stopfen, zerstampfen, begraben, jmdm, etw, stopfen, Ente, Gans, jmdn, Geld, vollstopfen, stopfen, steckenbleiben, festsitzen	^(t)(ɛ|y|ø|i|y.ɣ.y|ɛ.ɣ)?(m)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
948	9378-tomeny	t ø m eː ɲ	zehntausend, Heer, Art, Zehntausender, Geld, hochprozentiges, alkoholisches, Getränk, zahlreich, überfüllt, konzentriert, unvermischt, hundertprozentig, unverfälscht	^(t)(ɛ|y|ø|i|y.ɣ.y|ɛ.ɣ)?(m)(ɛ|i|eː|ø|y|a|e|ɛ.j|ɛ.w.ɛ|i.u|ɛ.v.i|iː)(n|m)$
950	9394-tor	t øː r	Dolch, Symbol, Leides, Ahle, Florett, Mörder	^(t)(ɛ|ø|ɛ.w|ɛ.y|y|ɛ.ɣ.y|øː)(r)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
951	9395-tor	t øː r	Schlinge, Falle	^(t)(ɛ|ø|ɛ.w|ɛ.y|y|ɛ.ɣ.y|øː)(r)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
952	9403-torok	t ø r ø k	sprechender, Mensch, Angehöriger, Volksgruppe, Völker, betreffend	^(t)(ɛ|y|ø|i|y.ɣ.y|ɛ.ɣ)?(r|j.r)(ɛ|y|ø|i|y.ɣ.y|ɛ.ɣ)?(k|ɡ)$
953	9406-torpe	t ø r.p ɛ	Person, kleiner, Gestalt, Zwerg, Gnom, geistig, unbedeutender, Mensch, geistig, unbedeutend	^(t)(ɛ|y|ø|i|y.ɣ.y|ɛ.ɣ)?(r.p)(ɛ|ɛ.ɣ)(i|y|ɛ|u|i.ɣ|a.t|ɛk)?$
955	9415-tovis	t ø v i ʃ	Dorn, Stachel, Pflanze, stachelige, Pflanze, Zweig, Stachel, Tieres, Dorn, Gegenstandes, Dorn, Auge, peinliche, Sorge, bleibende, Beleidigung	^(t)(ɛ|y|ø|i|y.ɣ.y|ɛ.ɣ)?(v|w)(i|a)(t͡ʃ|ɣ|ʃ|l.t͡ʃ)$
956	9483-tud	t u d	jmdn, kennen, jmdm, Kenntnis, etw, wissen, entschlossen, überzeugt, Zuversicht, ahnen, jmdm, Geschlechtsverkehr, einrechnen, aufrechnen, aufschreiben, jmdn, etw, bringen, jmdn, verjagen, abrechnen, abtragen, verrichten, Wissenschaft, Gelehrter, gelehrt, Wissen, Erkundigung, gelehrt, Bewußtsein	^(t)(u|ɯ|u.w.a|u.ɣ)(n)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
957	9501-tur	t uː r	Geschwür, Narbe, Rotlauf	^(t)(u|uː|u.ɣ|u.ɣ.u|i|o|o.ɣ|i.ɣ.u)(r)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk)?$
958	9515-turo	t uː r oː	Quark, Käse, Ausscheidung, Vorhaut, Ausdruck, Verneinung	^(t)(u|uː|u.ɣ|u.ɣ.u|i|o|o.ɣ|i.ɣ.u)(r|j.r)(a.ɣ|u.ɣ|a.ɣ.u|i.ɣ|o.ɣ|uɣ|ɯ.ɣ|u.j|a.w|a|u)$
959	9517-turul	t u r u l	od, Vogel, ung	^(t)(u|ɯ|u.w.a|u.ɣ)(r|j.r|w.r)(u|ɯ|u.w.a|u.ɣ)(l|j)?$
960	9531-tuzok	t uː z o k	Trappe, As, Kartenspiel	^(t)(u|uː|u.ɣ|u.ɣ.u|i|o|o.ɣ|i.ɣ.u)(z|s)(u|o|a|ɒ|o.ɣ.o|ɯ)?(k)$
961	9534-tudo	t y d øː	Lunge, Milz	^(t)(y|i|ɛ)(d|l.d|w.d|n.d)(ɛ.ɣ|i.ɣ|yː)(i|y)?$
962	9536-tukor	t y k ø r	Spiegel, Symbol, Vorbild, Musterbild, Glimmer, kurzer, Abriß, gewisser, Kenntnisse, schillernder, Fleck, Gefieder, Spiegel, Schürze, beim, Rotwild, glänzende, Wasserfläche, glänzende, Oberfläche, etw, Aufschlag, od, Einsatz, Revers, Kragen, usw, Längsschnitt, Baumstammes, Satzspiegel, Harnisch, Geol, glänzend, klar	^(t)(y|i|ɛ)(k)(ɛ|y|ø|i|y.ɣ.y|ɛ.ɣ)?(r)(i|y|ɛ|u)?$
965	9575-uj	uː j	neu, frisch, zeitgemäß, Neuheit, Zeitung, wiederholen, erneuern, stehlen, Erneuerung, Erneuerer, neu, aufs, neue, neulich, heutzutage, aufs, neue, nagelneu, aufs, neue	^(u)(l|j|ɣ.y.l)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
966	9594-unoka	u n o k ɒ	Enkel, Enkelin, Neffe	^(u)(n)(u|o|a|ɒ|o.ɣ.o|ɯ|i)?(k)(a|a.ɣ|a.w|ɒ)?(i|y)?$
967	9596-ur	uː r	Besitzer, Macht, Vermögen, Herrscher, Gebieter, Gott, Jesus, Christus, Ehegatte, Macht, herrschende, Kraft, Herr, Herrschaft, jmdn, Herrn, anerkennen, beherrschen, beherrschen, Herrn, spielen	^(u)(r)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
968	9602-uszik	uː s i k	schwimmen, voll, etw, schwimmen, etw, bedeckt, schweben, Schulden, geraten, verlorengehen, Geld	^(u)(s)(i|a|y|ɛ|ɯ)(k|ɡ)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a)?$
969	9606-ut	uː t	Weg, Straße, Möglichkeit, etw, erledigen, Laufbahn, Fahrt, Reise, Anlaß, Art, Weise, Verfahren, Gang, Ablauf, Fahrgast, Reisender	^(u)(t)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
970	9608-utal	u t aː l	verabscheuen, ekelt, verachten, hassen, Abneigung, empfinden, Abscheu, Abneigung	^(u)(t|l.t)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(l|j)?(i|y)?$
971	9621-uz	uː z	betreffend	^(u)(z)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
972	9633-ugy	y ɟ	Fluß, Bach	^(i|ɛ|y|ø)(ɟ)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
973	9634-ugy	y ɟ	Geschehen, Vorfall, Grund, Ursache, Angelegenheit, Sache, Rechtsfall, Tatbestand, Beachtung, Aufmerksamkeit, Lage, Schicksal, Prozeß, Rechtsstreit, Geschäftigkeit, Schlauheit, geschickt, suggerieren, jmdm, Beachtung, schenken	^(i|ɛ|y|ø)(ɟ)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
975	9638-uk	y k	Großmutter, Urgroßmutter, Urgroßvater	^(i|ɛ|y|ø)(k|ɡ)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk)?$
976	9639-ul	y l	sitzen, wohnen, besetzt, halten, Besitzung, Herrschaft, Amt, antreten, verweilen, ruhig, verhalten, Eiern, sitzen, befinden, liegen, Ortschaft, Zorn, geraten, empören, lasten, bedecken, Kerker, sitzen, sorgsam, bewahren, Buch, Geld, usw, sitzen, einsteigen, Fahrzeug, Sitzung, abhalten, treffen, Anspielung, Antwort, Wohnsitz, Sitzen, Stuhl, Besetzung, Truppen, Sitzung, Beratung, jmdm, Sitz, anbieten, pflanzen, stiften, Henne, setzen, Sitzen, plötzlich, aufrichten, setzen, anreizen, hereinlegen	^(i|ɛ|y|ø)(l|j)?(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk)?$
977	9642-ullo	y lː øː	Amboß, Amboß, Ohr, mittlere, feste, Punkt, etw, zB, Nabe, Werkzeug, Schlosser, Dachdecker	^(i|ɛ|y|ø)(l|lː|ɣ.l)(ɛ.ɣ|i.ɣ|yː)(i|y)?$
978	9644-uno	y n øː	Kuh, Ricke, usw	^(i|ɛ|y|ø)(n)(ɛ.ɣ|i.ɣ|yː)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk)?$
979	9645-ureg	y r ɛ ɡ	Höhle, Weltraum, überdachter, Vorraum, hohl	^(i|ɛ|y|ø)(r|j.r|w.r)(ɛ|i|y|ø|a)(ɡ|k)$
980	9647-urom	y r ø m	Wermut, Pflanze, Bitternis, Leiden	^(i|ɛ|y|ø)(r|j.r|w.r)(ɛ|y|ø|i|y.ɣ.y|ɛ.ɣ)?(m)(i)?$
981	9656-ut	y t	schlagen, trans, einschlagen, Blitz, einschlagen, eintreiben, etw, erzeugen, hervorbringen, angreifen, stechen, Kartenspiel, Schach, jmdm, nachgeschlagen, treffen, Schläger, Puffer, Schienenfahrzeugen, verrückt	^(i|ɛ|y|ø)(t)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
983	9677-vad	v ɒ d	wildes, Tier, Wild, Wald, Naturmensch, Wildnis, Absurdität, unreguliert, Gewässer, gezüchtet, Tier, Pflanze, grimmig, zügellos, barbarisch, primitiv, herb, scheu, heftig, unmöglich, absurd, wüst, Gebiet, Jäger, Jäger, zügellos, scheu	^(v)(a|ɒ|o|a.ɣ)?(n)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
984	9689-vagyik	v aː ɟ i k	Sehnsucht, Verlangen, irgendwohin, sehnen, irgendwo, mögen, fleischliche, Gelüste	^(v)(a|aː|a.ɣ.a|a.ɣ.i|i)(l.d|d)(i|a|y|ɛ|ɯ)(k|ɡ)$
985	9691-vagyon	v ɒ ɟ o n	Vorhandenes, Vermögen, Habe, Masse, Wesen, existierend, mittellos	^(v)(a|ɒ|o|a.ɣ)?(l.d|d)(u|o|a|ɒ|o.ɣ.o|ɯ|i)?(n)(i)?$
986	9692-vaj	v ɒ j	Fett, Butter	^(v)(a|ɒ|o|a.ɣ)?(l|j|ɣ.y.l)(i|y|ɛ|u|i.ɣ|a.t)?$
988	9702-vak	v ɒ k	Blinde, niedrigsten, Wert, zeigende, Seite, dunkel, blind, ungewiß	^(v)(a|ɒ|o|a.ɣ)?(k|ɡ)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a)?$
989	9721-valo	v ɒ l oː	seiend, befindlich, jmdm, stammend, etw, jmdm, bestimmt, geeignet, geschaffen, usw, wahr, wirklich, gehörig, Wesen, Natur, Wirklichkeit, Seiende, Wahrheit	^(v)(a|ɒ|o|a.ɣ)(l|r.l|l.k)(a.ɣ|u.ɣ|a.ɣ.u|i.ɣ|o.ɣ|uɣ|ɯ.ɣ|u.j|a.w|a|u)$
991	9725-valt	v aː l.t	ändern, verwirklichen, wechseln, austauschen, geben, mitteilen, erretten, erlösen, Geld, wechseln, Richtung, ändern, Tauschwert, auslösen, kaufen, lösen, mieten, einholen, ablösen, jmdm, folgen, absondern, gut, schlecht, funktionieren, Gehör, Verstand, Stimme, Wechsler, Heiland, Weiche, Schienen, Stafette, Lösegeld, Erlösung, Schritt, Richtung, Veränderung, Variante	^(v)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(l.t)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
992	9730-valyu	v aː j uː	Futter-, Rinne, Kanal, kleiner, Mörser	^(v)(a|aː|a.ɣ.a|a.ɣ.i|i)(l|j|j.a|ɣ)(a.ɣ|u.ɣ|u|a.ɣ.u|o.ɣ)$
993	9731-vam	v aː m	Zollstelle, Zehent, Abgabe, Waren	^(v)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(m)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
994	9733-van	v ɒ n	befinden, Kopula, Hilfsverb, zusammengesetzter, Verbformen, Sein, Wesen	^(v)(a|ɒ|o|a.ɣ)?(n)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
995	9746-var	v aː r	warten, erwarten, abwarten, erhoffen, jmdn, verlassen, erfordern, jmdm, steht, etw, bevor, warten, darauf, Erwartung, schwanger	^(v)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(r)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
996	9747-var	v aː r	Festung, Burg, Schloß, Hof, Mondes	^(v)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(r)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
997	9752-vareg	v ɒ r eː ɡ	Söldner, Leibwächter, betreffend, betreffend	^(v)(a|ɒ)(r|j.r|w.r)(ɛ|i|eː|ø|y|a|e|ɛ.j|ɛ.w.ɛ|i.u|ɛ.v.i|iː)(ɡ|k)$
998	9756-varju	v ɒ r.j uː	Krähe	^(v)(a|ɒ|o|a.ɣ)?(r.ɣ|r)(a.ɣ|u.ɣ|u|a.ɣ.u|o.ɣ)(i)?$
999	9759-varos	v aː r o ʃ	Stadt	^(v)(a|aː|a.ɣ.a|a.ɣ.i)(r)(u|o|a|ɒ|o.ɣ.o|ɯ|i)?(t͡ʃ|ɣ|ʃ|l.t͡ʃ)$
1000	9761-varsa	v ɒ r.ʃ ɒ	Teil, Käfig, Ruten	^(v)(a|ɒ|o|a.ɣ)?(r.t͡ʃ)(a|a.ɣ|a.w|ɒ)?(i|y|ɛ)?$
1001	9764-vas	v ɒ ʃ	Eisen, Gegenstand, Gerät, Eisen, Kette, Schelle, Schwert, Dolch, etw, kleines, eisern, Schwert, kämpfen, bügeln, fesseln, Bügeleisen	^(v)(a|ɒ|o|a.ɣ)?(t͡ʃ|ɣ|ʃ|l.t͡ʃ)(i|y|ɛ|u)?$
1002	9766-vasar	v aː ʃ aː r	Marktflecken, Messe, handel, Rummel	^(v)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(ʃ|t͡ʃ)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(r)(i)?$
1003	9790-veg	v eː ɡ	räumliches, Ende, Rand, Stück, Stoff, Schluß, zeitliches, Ende, Ende, Lebens, Tod, Zweck, Reichsgrenze, Ungarns, Weise, Maß, Bedingung, Ende, Ende, liegend, beschließen, erledigen, beenden, Ende, Schluß, Entschluß, Schicksal, endlos, bestimmt, schicksalhaft, enden, Beschluß, unendlich, Unendliche, endgültig, endlich	^(v)(ɛ|i|eː|ø|y|a|e|ɛ.j|ɛ.w.ɛ|i.u|ɛ.v.i|iː)(ɡ|k)(i|y|ɛ|u)?$
1004	9798-vejsze	v ɛ j.s ɛ	Fischnetz, Fischteich, Ort, Fischerei	^(v)(ɛ|i|y|ø|a)(j.s)(ɛ|ɛ.ɣ)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a)?$
1006	9813-ven	v eː n	alt, jung, genug, weise, bewandert, ursprünglich, betagt, Greis, Person, Ältestenrat, Urahn, hohes, Alter, alte, Person, alt, alt	^(v)(ɛ|i|eː|ø|y|a|e|ɛ.j|ɛ.w.ɛ|i.u|ɛ.v.i|iː)(n)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk)?$
1007	9816-vendeg	v ɛ n.d eː ɡ	Ansiedler, fremden, Land, ausländisch, Person, Ort, usw, Gast, Gasthaus, Restaurant, usw, Kunde, beim, Friseur, usw, Ersatz-, zufällig, Ding, Gastspieler, jmdm, Gaste, Gasthaus, Inhaber, Gasthauses	^(v)(ɛ|i|y)(n.d|n)(ɛ|i|eː|ø|y|a|e|ɛ.j|ɛ.w.ɛ|i.u|ɛ.v.i|iː)(ɡ|k)$
